Ref,LEA Name,City,County,LEA Type,SB 978 Landing Page,Internet Archive Wayback URL,Policy Materials,Training Materials
SB978-105,Concord Police Department,Concord,Contra Costa County,Police,http://www.cityofconcord.org/841/Department-Policy,https://wayback.archive-it.org/16422/*/http://www.cityofconcord.org/841/Department-Policy,http://www.cityofconcord.org/841/Department-Policy,http://www.cityofconcord.org/841/Department-Policy
SB978-107,Contra Costa Community College District Police Department,San Pablo,Contra Costa County,College/University,https://www.4cd.edu/pd/,https://wayback.archive-it.org/16422/*/https://www.4cd.edu/pd/,https://www.4cd.edu/pd/docs/contra-costa-community-college-pd-manual.pdf,Not Available
SB978-108,Contra Costa County District Attorney,Martinez,Contra Costa County,District Attorney,https://www.contracosta.ca.gov/7619/Office-Policies,https://wayback.archive-it.org/16422/*/https://www.contracosta.ca.gov/7619/Office-Policies,https://www.contracosta.ca.gov/7619/Office-Policies,Not Available
SB978-109,Contra Costa County Sheriff's Department/Coroner,Martinez,Contra Costa County,Sheriff,https://www.cocosheriff.org/how-do-i/advanced-components/misc-pages/search?q=policy,https://wayback.archive-it.org/16422/*/https://www.cocosheriff.org/how-do-i/advanced-components/misc-pages/search?q=policy,https://www.cocosheriff.org/Home/ShowDocument?id=286,Not Available
SB978-110,Corcoran Police Department,Corcoran,Kings County,Police,https://www.cocosheriff.org/about-us/office-of-the-sheriff-overview,https://wayback.archive-it.org/16422/*/https://www.cocosheriff.org/about-us/office-of-the-sheriff-overview,https://www.cocosheriff.org/Home/ShowDocument?id=288,Not Available
SB978-112,Corona Police Department,Corona,Riverside County,Police,https://www.coronaca.gov/government/departments-divisions/police-department/policy,https://wayback.archive-it.org/16422/*/https://www.coronaca.gov/government/departments-divisions/police-department/policy,https://www.coronaca.gov/home/showpublisheddocument?id=17388,Not Available
SB978-113,Coronado Police Department,Coronado,San Diego County,Police,https://coronado.ca.us/cms/One.aspx?portalId=746090&pageId=1602773,https://wayback.archive-it.org/16422/*/https://coronado.ca.us/cms/One.aspx?portalId=746090&pageId=1602773,https://coronado.ca.us/UserFiles/Servers/Server_746006/File/government/departments/Police%20Services/policy%20manual%20June%202020.pdf,https://coronado.ca.us/UserFiles/Servers/Server_746006/File/government/departments/Police%20Services/TRAINING%202020%20FINAL.pdf
SB978-114,Costa Mesa Police Department,Costa Mesa,Orange County,Police,https://www.costamesaca.gov/city-hall/city-departments/police/police-information/policies-procedures-training,https://wayback.archive-it.org/16422/*/https://www.costamesaca.gov/city-hall/city-departments/police/police-information/policies-procedures-training,https://www.costamesaca.gov/home/showdocument?id=40449,https://www.costamesaca.gov/city-hall/city-departments/police/police-information/policies-procedures-training/training
SB978-115,Cosumnes River College Police Department,Sacramento,Sacramento County,College/University,https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://wayback.archive-it.org/16422/*/https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://police.losrios.edu/lrpd/doc/policy-manual.pdf,Not Available
SB978-116,Cotati Police Department,Cotati,Sonoma County,Police,http://www.cotaticity.org/city_hall/departments/police/police_department_policy_manual,https://wayback.archive-it.org/16422/*/http://www.cotaticity.org/city_hall/departments/police/police_department_policy_manual,http://www.cotaticity.org/common/pages/DisplayFile.aspx?itemId=17272864,Not Available
SB978-117,Covina Police Department,Covina,Los Angeles County,Police,https://covinaca.gov/police/page/department-policies,https://wayback.archive-it.org/16422/*/https://covinaca.gov/police/page/department-policies,https://covinaca.gov/sites/default/files/fileattachments/police/page/1045/policy_manual_12-31-20.pdf,Not Available
SB978-118,CPSU Pomona Department of Public Safety,Pomona,Los Angeles County,College/University,https://www.cpp.edu/police/,https://wayback.archive-it.org/16422/*/https://www.cpp.edu/police/,https://www.cpp.edu/police/csu_pomona_policy_and_procedure_manual.pdf,Not Available
SB978-121,CSU Bakersfield University Police Department,Bakersfield,Kern County,College/University,https://www.csub.edu/bas/police/regulations/index.html,https://wayback.archive-it.org/16422/*/https://www.csub.edu/bas/police/regulations/index.html,https://www.csub.edu/bas/police/_files/CSUB-Policy-Manual-RELEASE.pdf,Not Available
SB978-122,CSU Channel Islands University Police Department,Camarillo,Ventura County,College/University,https://www.csuci.edu/publicsafety/police/policy-manual.htm,https://wayback.archive-it.org/16422/*/https://www.csuci.edu/publicsafety/police/policy-manual.htm,https://www.csuci.edu/publicsafety/police/lexipol-manuals/lexipol-manual-06172020.pdf,Not Available
SB978-123,CSU Chico University Police Department,Chico,Butte County,College/University,https://www.csuchico.edu/up/safety/offices-health-wellness.shtml,https://wayback.archive-it.org/16422/*/https://www.csuchico.edu/up/safety/offices-health-wellness.shtml,https://www.csuchico.edu/up/_assets/documents/upd-policy.pdf,https://www.csuchico.edu/up/documents/fto-manual.shtml
SB978-124,CSU Dominguez Hills University Police and Parking,Carson,Los Angeles County,College/University,https://www.csudh.edu/dhpd/about-us/,https://wayback.archive-it.org/16422/*/https://www.csudh.edu/dhpd/about-us/,https://www.csudh.edu/Assets/csudh-sites/dhpd/docs/RELEASE_20191203_T174623_CSU_Dominguez_Hills_PD_CA_Policy_Manual%20(1).pdf,Not Available
SB978-125,CSU East Bay University Police Department,Hayward,Alameda County,College/University,https://www.csueastbay.edu/upd/,https://wayback.archive-it.org/16422/*/https://www.csueastbay.edu/upd/,https://www.csueastbay.edu/upd/files/docs/csu-east-bay-policy-and-procedure-manual.pdf,Not Available
SB978-126,CSU Fresno University Police Department,Fresno,Fresno County,College/University,http://www.fresnostate.edu/adminserv/police/policies/index.html,https://wayback.archive-it.org/16422/*/http://www.fresnostate.edu/adminserv/police/policies/index.html,http://www.fresnostate.edu/adminserv/police/policies/index.html,Not Available
SB978-127,CSU Fullerton University Police Department,Fullerton,Orange County,College/University,https://police.fullerton.edu/policies-training/Default.php,https://wayback.archive-it.org/16422/*/https://police.fullerton.edu/policies-training/Default.php,https://police.fullerton.edu/policies-training/Default.php,https://police.fullerton.edu/policies-training/Default.php
SB978-129,CSU Long Beach University Police Department,Long Beach,Los Angeles County,College/University,https://www.csulb.edu/university-police/department-policies,https://wayback.archive-it.org/16422/*/https://www.csulb.edu/university-police/department-policies,https://www.csulb.edu/university-police/department-policies,Not Available
SB978-132,CSU Monterey Bay University Police Department,Seaside,Monterey County,College/University,https://csumb.edu/police,https://wayback.archive-it.org/16422/*/https://csumb.edu/police,https://d2jtc9c99zuy7w.cloudfront.net/KbuudgCS6qnRBLwum1sV_CSU_Monterey_Bay_PD_CA_Policy_Manual%20(3).pdf,https://d2jtc9c99zuy7w.cloudfront.net/D8OdZ9hfTciU5GZOAeDE_0_FTO%20Program%20PDF%20Version%20for%20Public%20Posting%2012_17_19.pdf
SB978-133,CSU Northridge Department of Police Services,Los Angeles,Los Angeles County,College/University,https://www.csun.edu/police/policy-manual-0,https://wayback.archive-it.org/16422/*/https://www.csun.edu/police/policy-manual-0,https://www.csun.edu/police/policy-manual-0,https://www.csun.edu/police/policy-manual-0
SB978-134,CSU Sacramento Public Safety/University Police Department,Sacramento,Sacramento County,College/University,https://www.csus.edu/campus-safety/police-department/policy-and-training.html,https://wayback.archive-it.org/16422/*/https://www.csus.edu/campus-safety/police-department/policy-and-training.html,https://www.csus.edu/campus-safety/police-department/_internal/_documents/policy_manual-120web.pdf,https://www.csus.edu/campus-safety/police-department/policy-and-training.html
SB978-135,CSU San Bernardino University Police Department,San Bernardino ,San Bernardino County,College/University,https://www.csusb.edu/police/public-information/csusb-university-police-policies,https://wayback.archive-it.org/16422/*/https://www.csusb.edu/police/public-information/csusb-university-police-policies,https://www.csusb.edu/police/public-information/csusb-university-police-policies,Not Available
SB978-138,CSU San José University Police Department,San Jose,Santa Clara County,College/University,https://www.sjsu.edu/police/policies/index.php,https://wayback.archive-it.org/16422/*/https://www.sjsu.edu/police/policies/index.php,https://www.sjsu.edu/police/policies/index.php,Not Available
SB978-139,CSU San Marcos University Police Department,San Marcos,San Diego County,College/University,https://www.csusm.edu/police/community_engagement/communityinformation/index.html,https://wayback.archive-it.org/16422/*/https://www.csusm.edu/police/community_engagement/communityinformation/index.html,https://www.csusm.edu/police/policepolicymanual.pdf,Not Available
SB978-141,CSU Stanislaus Police Department,Turlock,Stanislaus County,College/University,https://www.csustan.edu/upd/forms-documents,https://wayback.archive-it.org/16422/*/https://www.csustan.edu/upd/forms-documents,https://www.csustan.edu/sites/default/files/groups/University%20Police%20Department/documents/20200617_stanislaus_state_pd_policy_manual.pdf,https://www.csustan.edu/sites/default/files/groups/University%20Police%20Department/documents/upd_field_training_manual.pdf
SB978-142,Cuesta College Department of Public Safety,San Luis Obispo,San Luis Obispo County,College/University,https://www.cuesta.edu/about/depts/publicsafety/forms-publications.html,https://wayback.archive-it.org/16422/*/https://www.cuesta.edu/about/depts/publicsafety/forms-publications.html,https://www.cuesta.edu/about/documents/publicsafety/PolicyManualFull_09_2020.pdf,https://www.cuesta.edu/about/documents/publicsafety/FTOManual2019.pdf
SB978-143,Culver City Police Department,Culver City,Los Angeles County,Police,https://www.culvercitypd.org/Bureau-Information/Administration-Bureau/Senate-Bill-978,https://wayback.archive-it.org/16422/*/https://www.culvercitypd.org/Bureau-Information/Administration-Bureau/Senate-Bill-978,https://www.culvercitypd.org/files/assets/police/documents/policies/release_20210121_t184653_culver_city_pd_policy_manual.pdf,https://www.culvercitypd.org/Bureau-Information/Administration-Bureau/Senate-Bill-978
SB978-144,Cypress Police Department,Cypress,Orange County,Police,https://www.cypressca.org/resident/miscellaneous-pages/search?q=police%20policy#DvGPelvyAl,https://wayback.archive-it.org/16422/*/https://www.cypressca.org/resident/miscellaneous-pages/search?q=police%20policy#DvGPelvyAl,https://www.cypressca.org/home/showdocument?id=9444,https://www.cypressca.org/home/showpublisheddocument?id=9281
SB978-145,Daly City Police Department,Daly City,San Mateo County,Police,https://powerdms.com/public/DalyCityPD/tree,https://wayback.archive-it.org/16422/*/https://powerdms.com/public/DalyCityPD/tree,https://powerdms.com/public/DalyCityPD/tree/documents/2033349,https://powerdms.com/public/DalyCityPD/tree/documents/2033349
SB978-148,Davis Police Department,Davis,Yolo County,Police,https://www.cityofdavis.org/city-hall/police-department/administration/department-manual,https://wayback.archive-it.org/16422/*/https://www.cityofdavis.org/city-hall/police-department/administration/department-manual,https://www.cityofdavis.org/city-hall/police-department/administration/department-manual,https://www.cityofdavis.org/city-hall/police-department/administration/department-training-materials
SB978-150,Del Norte County Sheriff's Department,Crescent City,Del Norte County,Sheriff,http://www.co.del-norte.ca.us/departments/sheriff-department/policies,https://wayback.archive-it.org/16422/*/http://www.co.del-norte.ca.us/departments/sheriff-department/policies,https://docs.google.com/viewer?a=v&pid=sites&srcid=Y28uZGVsLW5vcnRlLmNhLnVzfGRuY298Z3g6MmQ4ZjE3Y2ZhMGZkMzFmMQ,Not Available
SB978-151,Del Rey Oaks Police Department,Del Rey Oaks,Monterey County,Police,https://www.delreyoaks.org/police/page/training-manual,https://wayback.archive-it.org/16422/*/https://www.delreyoaks.org/police/page/training-manual,https://www.delreyoaks.org/sites/default/files/fileattachments/police_department/page/2726/release_20201228_t123000_del_rey_oaks_pd_ca_policy_manual_2.pdf,https://www.delreyoaks.org/sites/default/files/fileattachments/police_department/page/2727/fto_manual.pdf
SB978-152,Delano Police Department,Delano,Kern County,Police,http://www.cityofdelano.org/626/Department-Policy-and-Procedure,https://wayback.archive-it.org/16422/*/http://www.cityofdelano.org/626/Department-Policy-and-Procedure,http://www.cityofdelano.org/626/Department-Policy-and-Procedure,Not Available
SB978-153,Desert Hot Springs Police Department,Desert Hot Springs,Riverside County,Police,https://www.cityofdhs.org/police-department?hsCtaTracking=fff2d898-d008-49fc-bdab-e0e77c69813b%7C66cca1c7-73fc-4936-b9a5-d1ba37d8afa5,https://wayback.archive-it.org/16422/*/https://www.cityofdhs.org/police-department?hsCtaTracking=fff2d898-d008-49fc-bdab-e0e77c69813b%7C66cca1c7-73fc-4936-b9a5-d1ba37d8afa5,https://cdn2.hubspot.net/hubfs/4435988/Blog%20Photos/DHSPD%20Policy%20%26%20Procedures.pdf,https://www.cityofdhs.org/police-department?hsCtaTracking=fff2d898-d008-49fc-bdab-e0e77c69813b%7C66cca1c7-73fc-4936-b9a5-d1ba37d8afa5
SB978-154,Dinuba Police Department,Dinuba,Tulare County,Police,http://www.dinuba.org/departments/police-department,https://wayback.archive-it.org/16422/*/http://www.dinuba.org/departments/police-department,http://www.dinuba.org/images/2020/Dinuba-PD-Policy-Manual.pdf,Not Available
SB978-155,Dixon Police Department,Dixon,Solano County,Police,https://www.dixonpolice.org/,https://wayback.archive-it.org/16422/*/https://www.dixonpolice.org/,https://www.dixonpolice.org/media/howdoi/Dixon-Police-Department-Policy-Manual-2021.pdf,Not Available
SB978-156,Dos Palos Police Department,Dos Palos,Merced County,Police,https://www.dospalospd.org/,https://wayback.archive-it.org/16422/*/https://www.dospalospd.org/,https://b3407fc4-1597-4b38-8e5e-09c1055ea18c.filesusr.com/ugd/87680d_fd40c5decdeb42c1a4208ed2bc9b7c03.pdf,Not Available
SB978-157,Downey Police Department,Downey,Los Angeles County,Police,https://www.downeyca.org/our-city/departments/police,https://wayback.archive-it.org/16422/*/https://www.downeyca.org/our-city/departments/police,https://www.downeyca.org/Home/ShowAsyncTempDocument?folderGuid=52AN6WJV&fileName=2a7c3e1daea54edd932dea9e4ef2b731_DPD_PolicyManual.pdf&ContentType=application%2Fpdf,Not Available
SB978-158,East Bay Regional Parks District Department of Public Safety,Oakland,Alameda County,Parks,https://www.ebparks.org/about/police/default.htm,https://wayback.archive-it.org/16422/*/https://www.ebparks.org/about/police/default.htm,https://www.ebparks.org/civicax/filebank/blobdload.aspx?BlobID=33893,Not Available
SB978-159,East Palo Alto Police Department,East Palo Alto,San Mateo County,Police,https://www.cityofepa.org/police/page/policies-and-procedures,https://wayback.archive-it.org/16422/*/https://www.cityofepa.org/police/page/policies-and-procedures,https://www.cityofepa.org/police/page/policies-and-procedures,Not Available
SB978-160,El Cajon Police Department,El Cajon,San Diego County,Police,https://docs.cityofelcajon.us/WebLink/browse.aspx?id=693067&dbid=0&repo=ECLaserfiche&cr=1,https://wayback.archive-it.org/16422/*/https://docs.cityofelcajon.us/WebLink/browse.aspx?id=693067&dbid=0&repo=ECLaserfiche&cr=1,https://docs.cityofelcajon.us/WebLink/DocView.aspx?id=715058&dbid=0&repo=ECLaserfiche,Not Available
SB978-161,El Camino Community College District Police Department,Alondra Park,Los Angeles County,College/University,https://www.elcamino.edu/about/depts/police/about.aspx,https://wayback.archive-it.org/16422/*/https://www.elcamino.edu/about/depts/police/about.aspx,https://www.elcamino.edu/about/depts/police/docs/ECPD%20Manual.pdf,Not Available
SB978-162,El Centro Police Department,El Centro,Imperial County,Police,http://www.cityofelcentro.org/police/index.asp?m=1&page=89,https://wayback.archive-it.org/16422/*/http://www.cityofelcentro.org/police/index.asp?m=1&page=89,http://www.cityofelcentro.org/police/userfiles/file/ECPD-POLICY-MANUAL-Update.pdf,Not Available
SB978-163,El Cerrito Police Department,El Cerrito,Riverside County,Police,https://www.el-cerrito.org/1391/Policies,https://wayback.archive-it.org/16422/*/https://www.el-cerrito.org/1391/Policies,https://www.el-cerrito.org/DocumentCenter/View/14642/El-Cerrito-PD-Policy-Manual,https://www.el-cerrito.org/1391/Policies
SB978-165,El Dorado County Sheriff's Department,South Lake Tahoe,El Dorado County,Sheriff,https://www.edcgov.us/Government/sheriff/Pages/sheriff_main_info.aspx,https://wayback.archive-it.org/16422/*/https://www.edcgov.us/Government/sheriff/Pages/sheriff_main_info.aspx,https://www.edcgov.us/Government/sheriff/Documents/2020_EDSO_Policy_Manual.pdf,Not Available
SB978-166,El Monte Police Department,El Monte,Los Angeles County,Police,https://www.ci.el-monte.ca.us/612/Senate-Bill-978-Documents,https://wayback.archive-it.org/16422/*/https://www.ci.el-monte.ca.us/612/Senate-Bill-978-Documents,https://www.ci.el-monte.ca.us/DocumentCenter/View/3728/El-Monte-Police-Policy-Manual-01-22-20,Not Available
SB978-168,El Segundo Police Department,El Segundo,Los Angeles County,Police,https://www.elsegundopd.org/about-espd/transparency,https://wayback.archive-it.org/16422/*/https://www.elsegundopd.org/about-espd/transparency,https://www.elsegundopd.org/Home/ShowDocument?id=1061,https://www.elsegundopd.org/about-espd/transparency
SB978-169,Elk Grove Police Department,Elk Grove,Sacramento County,Police,http://www.elkgrovepd.org/divisions/administrative_resources/EGPD_policy_manual,https://wayback.archive-it.org/16422/*/http://www.elkgrovepd.org/divisions/administrative_resources/EGPD_policy_manual,http://www.elkgrovepd.org/divisions/administrative_resources/EGPD_policy_manual,Not Available
SB978-170,Emeryville Police Department,Emeryville,Alameda County,Police,https://www.ci.emeryville.ca.us/1354/Training-and-Policies,https://wayback.archive-it.org/16422/*/https://www.ci.emeryville.ca.us/1354/Training-and-Policies,https://www.ci.emeryville.ca.us/DocumentCenter/View/13120/Emeryville-PD-Policy-Manual-12-31-20?bidId=,https://www.ci.emeryville.ca.us/Archive.aspx?AMID=191
SB978-171,Escalon Police Department,Escalon,San Joaquin County,Police,http://www.cityofescalon.org/government/departments/police/policiesprocedures,https://wayback.archive-it.org/16422/*/http://www.cityofescalon.org/government/departments/police/policiesprocedures,http://www.cityofescalon.org/government/departments/police/policiesprocedures,https://post.ca.gov/
SB978-172,Escondido Police Department,Escondido,San Diego County,Police,https://police.escondido.org/view-policy-and-procedure-documents.aspx,https://wayback.archive-it.org/16422/*/https://police.escondido.org/view-policy-and-procedure-documents.aspx,https://police.escondido.org/SharedFiles/Download.aspx?pageid=3026&mid=5045&fileid=114792,https://police.escondido.org/view-policy-and-procedure-documents.aspx
SB978-173,Etna Police Department,Etna,Siskiyou County,Police,https://www.etnaca.com/police-2,https://wayback.archive-it.org/16422/*/https://www.etnaca.com/police-2,https://b5ecc735-aff5-4af6-9e99-625799846733.filesusr.com/ugd/70436e_409291161be64ec28b1cac784312754d.pdf,Not Available
SB978-174,Eureka Police Department,Eureka,Humboldt County,Police,http://www.ci.eureka.ca.gov/depts/police/transparency_portal__sb_978/default.asp,https://wayback.archive-it.org/16422/*/http://www.ci.eureka.ca.gov/depts/police/transparency_portal__sb_978/default.asp,https://new.ci.eureka.ca.gov/civicax/filebank/blobdload.aspx?BlobID=19155,Not Available
SB978-175,Exeter Police Department,Exeter,Tulare County,Police,https://cityofexeter.com/documents/police-department-policy-manual/,https://wayback.archive-it.org/16422/*/https://cityofexeter.com/documents/police-department-policy-manual/,https://cityofexeter.com/wp-content/uploads/2020/12/Police_Manual_Dec_15_2020.pdf,Not Available
SB978-177,Fairfax Police Department,Fairfax,Marin County,Police,https://www.townoffairfax.org/fpd-policies/,https://wayback.archive-it.org/16422/*/https://www.townoffairfax.org/fpd-policies/,https://www.townoffairfax.org/documents/fpd-policy-manual/,https://www.townoffairfax.org/fpd-policies/
SB978-178,Fairfield Police Department,Fairfield,Solano County,Police,http://www.fairfield.ca.gov/gov/depts/police/sb978_main_page.asp,https://wayback.archive-it.org/16422/*/http://www.fairfield.ca.gov/gov/depts/police/sb978_main_page.asp,http://www.fairfield.ca.gov/documents/20200807_T181859_Fairfield_PD_Policy_Manual.pdf,https://docs.google.com/spreadsheets/d/1CawCL2TVN4U-SeY7TmQlb3iqfDAsn4CeLaZx1chR4to/edit?ts=60106cb6#gid=0
SB978-179,Farmersville Police Department,Farmersville,Tulare County,Police,https://www.cityoffarmersville-ca.gov/332/Policy-Manual,https://wayback.archive-it.org/16422/*/https://www.cityoffarmersville-ca.gov/332/Policy-Manual,https://www.cityoffarmersville-ca.gov/DocumentCenter/View/736/Farmersville_PD_Policy_Manual-ver-07-22-2020,Not Available
SB978-180,Ferndale Police Department,Ferndale,Humboldt County,Police,https://ci.ferndale.ca.us/departments/police/,https://wayback.archive-it.org/16422/*/https://ci.ferndale.ca.us/departments/police/,https://ci.ferndale.ca.us/wp/wp-content/uploads/Ferndale-PO-Policy-Manual.pdf,Not Available
SB978-181,Firebaugh Police Department,Firebaugh,Fresno County,Police,https://firebaugh.org/police/,https://wayback.archive-it.org/16422/*/https://firebaugh.org/police/,https://firebaugh.org/wp-content/uploads/2020/07/Firebaugh_PD_Policy_Manual.pdf,Not Available
SB978-182,Folsom Lake College Police Department,Folsom,Sacramento County,College/University,https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://wayback.archive-it.org/16422/*/https://police.losrios.edu/about-los-rios-police-department/policy-manual,https://police.losrios.edu/lrpd/doc/policy-manual.pdf,Not Available
SB978-183,Folsom Police Department,Folsom,Sacramento County,Police,https://www.folsom.ca.us/government/police/fpd-procedures-policies,https://wayback.archive-it.org/16422/*/https://www.folsom.ca.us/government/police/fpd-procedures-policies,https://www.folsom.ca.us/Home/ShowDocument?id=4853,https://www.folsom.ca.us/government/police/fpd-procedures-policies
SB978-184,Fontana Police Department,Fontana,San Bernardino County,Police,https://www.fontana.org/3263/Training-Materials,https://wayback.archive-it.org/16422/*/https://www.fontana.org/3263/Training-Materials,https://www.fontana.org/3263/Training-Materials,https://www.fontana.org/3263/Training-Materials
SB978-187,Fort Bragg Police Department,Fort Bragg,Mendocino County,Police,https://city.fortbragg.com/739/SB-978-Documents,https://wayback.archive-it.org/16422/*/https://city.fortbragg.com/739/SB-978-Documents,https://city.fortbragg.com/DocumentCenter/View/11779/Policy-Manual,https://city.fortbragg.com/739/SB-978-Documents
SB978-188,Fortuna Police Department,Fortuna,Humboldt County,Police,https://www.friendlyfortuna.com/departments/public_safety/community_policing/agency_transparency.php#outer-566,https://wayback.archive-it.org/16422/*/https://www.friendlyfortuna.com/departments/public_safety/community_policing/agency_transparency.php#outer-566,https://www.friendlyfortuna.com/Document%20center/Department/Public%20Safety/Department%20Policies/Fortuna%20Police%20Department%20Policy%20Manual%202-24-21.pdf,Not Available
SB978-189,Foster City Police Department,Foster City,San Mateo County,Police,https://www.fostercity.org/police/page/fcpd-policy-manual,https://wayback.archive-it.org/16422/*/https://www.fostercity.org/police/page/fcpd-policy-manual,https://www.fostercity.org/sites/default/files/fileattachments/police/page/18231/fcpd_policies_december_2020.pdf,Not Available
SB978-190,Fountain Valley Police Department,Fountain Valley,Orange County,Police,https://www.fountainvalley.org/1092/Police-Policies,https://wayback.archive-it.org/16422/*/https://www.fountainvalley.org/1092/Police-Policies,https://www.fountainvalley.org/DocumentCenter/View/10504/Department-Policy-Manualpdf. https://www.fountainvalley.org/DocumentCenter/View/10685/West-County-SWAT-Policy-Manual,https://www.fountainvalley.org/DocumentCenter/View/12947/FTO-Manualpdf
SB978-191,Fowler Police Department,Fowler,Fresno County,Police,http://fowlercity.org/police-department/,https://wayback.archive-it.org/16422/*/http://fowlercity.org/police-department/,http://fowlercity.org/wp-content/uploads/2019/12/FPD-Policy-Manual-2020.pdf,Not Available
SB978-192,Fremont Police Department,Fremont,Alameda County,Police,https://www.fremontpolice.gov/about-us/transparency-portal/department-policies-and-training-materials,https://wayback.archive-it.org/16422/*/https://www.fremontpolice.gov/about-us/transparency-portal/department-policies-and-training-materials,https://powerdms.com/public/FremontPD/tree,https://powerdms.com/public/FremontPD/tree
SB978-194,Fresno County Sheriff's Department,Fresno,Fresno County,Sheriff,https://publicinfo.fresnosheriff.org/docs/Browse.aspx?dbid=0&repo=SheriffPublic,https://wayback.archive-it.org/16422/*/https://publicinfo.fresnosheriff.org/docs/Browse.aspx?dbid=0&repo=SheriffPublic,https://publicinfo.fresnosheriff.org/docs/Browse.aspx?id=6423&dbid=0&repo=SheriffPublic,https://publicinfo.fresnosheriff.org/docs/Browse.aspx?id=6425&dbid=0&repo=SheriffPublic
SB978-195,Fresno Police Department,Fresno,Fresno County,Police,https://www.fresno.gov/police/records-reports/,,https://www.fresno.gov/police/wp-content/uploads/sites/5/2020/08/PolicyManual_Redacted-Chap-1-to-3.pdf,Not Available
SB978-197,Fullerton Police Department,Fullerton,Orange County,Police,http://www.fullertonpd.org/about/sb_978_policies_procedures_bulletins.asp,https://wayback.archive-it.org/16422/*/http://www.fullertonpd.org/about/sb_978_policies_procedures_bulletins.asp,http://www.fullertonpd.org/about/sb_978_policies_procedures_bulletins.asp,Not Available
SB978-198,Galt Police Department,Galt,Sacramento County,Police,http://www.ci.galt.ca.us/city-departments/policy-manual,https://wayback.archive-it.org/16422/*/http://www.ci.galt.ca.us/city-departments/policy-manual,http://www.ci.galt.ca.us/home/showpublisheddocument?id=35119,Not Available
